"#","Name","gp.1","GS","MIN","MPG","gp.2","PPG","FGM","FGA","FG%","FTM","FTA","FT%","3PM","3PA","3P%","PTS","High","gp.3","RPG","OFF","DEF","REB","gp.4","AST","APG","TO","TOPG","STL","SPG","BLK","BLKPG","PF","PFPG","TF","PPG.x","FGM.x","FGA.x","FG%.x","FTM.x","FTA.x","FT%.x","3PM.x","3PA.x","3P%.x","PTS.x","High.x","RPG.x","OFF.x","DEF.x","REB.x","AST.x","APG.x","TO.x","TOPG.x","STL.x","SPG.x","BLK.x","BLKPG.x","PF.x","PFPG.x","TF.x","gp.5","PPG.y","FGM.y","FGA.y","FG%.y","FTM.y","FTA.y","FT%.y","3PM.y","3PA.y","3P%.y","PTS.y","High.y","gp.6","RPG.y","OFF.y","DEF.y","REB.y","gp.7","AST.y","APG.y","TO.y","TOPG.y","STL.y","SPG.y","BLK.y","BLKPG.y","PF.y","PFPG.y","TF.y","GS.x","MIN.x","MPG.x","GS.y","MIN.y","MPG.y","gp.8"
NA,"Garrett Kirkland",1,0,30,30,1,13,4,10,0.4,3,4,0.75,2,5,0.4,13,13,1,2,0,2,2,1,1,1,3,3,2,2,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Makhel Mitchell",1,0,26,26,1,11,5,11,0.455,1,2,0.5,0,0,0,11,11,1,6,1,5,6,1,2,2,1,1,3,3,2,2,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Torrey Patton",1,0,32,32,2,27.5,14,23,0.609,4,5,0.8,4,8,0.5,55,36,2,8,4,2,16,1,1,1,4,4,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Myles Belyeu",1,0,29,29,3,21,9,15,0.6,0,1,0,1,1,1,63,24,1,9,4,5,9,1,0,0,3,3,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amari Davis",NA,NA,NA,NA,1,22,0,0,0,0,0,0,0,0,0,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Dalano Barton",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,11,11,9,0,0,9,3,3,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,11,11,1,9,0,0,9,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,"Dana Tate",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,0,0,0,0,0,0,0,0,27,27,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,27,27,1,11,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,"Jake Kakar",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,23,23,6,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,23,23,1,6,0,0,6,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,"Ismael Massoud",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,12,12,6,0,0,6,4,4,0,0,0,0,4,4,0,0,0,1,12,0,0,0,0,0,0,0,0,0,12,12,1,6,0,0,6,1,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1
NA,"Alex Christie",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,11,11,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,0,0,0,0,0,0,0,0,11,11,1,3,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
NA,"Idan Tretrou",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,0,0,0,0,0,20,20,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,0,0,0,0,0,0,0,0,20,20,1,2,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
NA,"Miles Lester",1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,0,0,0,0,0,0,44,31,4,0,0,8,12,6,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,44,31,2,4,0,0,8,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA,"Chris Childs",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,0,0,0,0,0,0,16,16,1,0,0,1,3,3,0,0,3,3,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,16,16,1,1,0,0,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
NA,"Dakota Wheeler",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,10,10,11,0,0,11,3,3,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,10,10,1,11,0,0,11,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,"John Adams",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,0,0,0,0,0,0,16,16,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,0,0,0,0,0,0,0,0,0,16,16,1,7,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
NA,"Marcus Santos-Silva",3,1,38,12.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,12,23,0.522,7,10,0.7,0,0,0,212,26,7.9,6,6,79,9,2.2,5,1.2,2,0.5,3,0.8,4,1,0,6,17.8,0,0,0,0,0,0,0,0,0,107,26,4,11,0,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"Jordan Nwora",3,0,29,9.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,11,21,0.524,9,9,1,3,5,0.6,248,38,3.8,2,6,30,5,1,6,1.2,1,0.2,0,0,4,0.8,0,5,26.6,0,0,0,0,0,0,0,0,0,133,38,3,5,0,0,15,1,3,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
11,"Simi Shittu",2,0,37,18.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,12,22,0.545,19,28,0.679,0,1,0,179,26,12.2,5,14,98,21,4.2,4,0.8,4,0.8,11,2.2,3,0.6,0,2,21,0,0,0,0,0,0,0,0,0,42,21,1,7,0,0,7,1,3,3,0,0,0,0,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA
3,"Will Brady",1,0,21,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1,4,0.25,0,0,0,1,2,0.5,13,10,1,0,2,2,3,1.5,2,1,1,0.5,0,0,4,2,0,1,10,0,0,0,0,0,0,0,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"Bailey Patella",1,0,30,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,6,13,0.462,0,0,0,0,1,0,73,16,2,1,1,2,1,0.5,1,0.5,2,1,5,2.5,4,2,0,2,11,0,0,0,0,0,0,0,0,0,22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Corey Romich",1,0,14,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,4,9,0.444,0,2,0,3,6,0.5,64,19,2.3,0,1,7,1,1,0,0,1,1,0,0,2,2,0,3,17.7,0,0,0,0,0,0,0,0,0,53,19,2,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"Matt Hanna",1,0,13,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,2,3,0.667,1,2,0.5,0,0,0,45,21,2,0,4,4,6,2,4,1.3,7,2.3,0,0,3,1,0,2,19,0,0,0,0,0,0,0,0,0,38,21,NA,NA,NA,NA,NA,1,6,6,0,0,6,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
24,"Malcolm Moye",1,0,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"Kendrick Gray",1,0,8,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2,3,0.667,0,0,0,0,0,0,14,10,1,1,1,2,1,0.5,1,0.5,1,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Christian David",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,1,4,0.25,0,0,0,1,3,0.333,43,25,4.7,0,2,14,9,4.5,1,0.5,3,1.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Sha Linton-Brown",1,0,27,27,1,20,7,24,0.292,3,5,0.6,3,13,0.231,20,20,1,3,0,3,3,1,2,2,2,2,2,2,0,0,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Emmitt Williams",7,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,36,50,0.72,14,19,0.737,0,1,0,216,25,8.8,21,46,79,7,0.9,10,1.2,6,0.8,19,2.4,11,1.4,0,1,17,0,0,0,0,0,0,0,0,0,51,24,3,6,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,125,17.9,0,0,0,1
1,"Trevon Duval",6,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,40,78,0.513,19,29,0.655,6,18,0.333,187,25,4,7,13,32,60,7.5,21,2.6,21,2.6,0,0,7,0.9,0,NA,14.7,0,0,0,0,0,0,0,0,0,44,22,3,12,0,0,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,136,22.7,NA,NA,NA,NA
NA,"Keyontae Johnson",6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,28,42,0.667,5,6,0.833,0,0,0,74,14,3.7,8,18,26,7,1,14,2,6,0.9,1,0.1,12,1.7,0,1,13,0,0,0,0,0,0,0,0,0,13,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122,20.3,0,0,0,1
NA,"Isaiah Stokes",5,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,29,51,0.569,11,18,0.611,3,12,0.25,99,15,4.7,4,20,33,6,1,12,2,5,0.8,2,0.3,13,2.2,0,NA,15,0,0,0,0,0,0,0,0,0,15,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84,16.8,NA,NA,NA,NA
NA,"Silvio de Sousa",4,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,31,46,0.674,3,6,0.5,0,0,0,116,23,7,11,20,49,2,0.4,7,1.4,5,1,4,0.8,8,1.6,0,NA,10,0,0,0,0,0,0,0,0,0,20,18,2,9,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,78,19.5,NA,NA,NA,NA
NA,"Deandre Osuigwe",2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,9,20,0.45,2,2,1,5,8,0.625,33,16,1.3,0,4,4,10,2.5,6,1.5,5,1.2,0,0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,17,NA,NA,NA,NA
NA,"Arseniy Andreev",1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,7,0.143,0,0,0,0,1,0,10,4,3.5,1,6,7,2,0.7,5,1.7,4,1.3,0,0,2,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,12,NA,NA,NA,NA
NA,"Charles Dylan Bera",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,NA,NA,NA,NA
NA,"Fabian Rial",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,0.333,0,0,0,0,0,0,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Dwayne Henry",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Alexis Yetna",5,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,18,25,0.72,4,8,0.5,2,3,0.667,250,30,9.7,10,23,203,1,0.1,6,0.8,2,0.2,5,0.6,7,0.9,0,2,10.5,2,2,1,0,0,0,0,0,0,63,13,6,8.8,1,1,53,6,0,0,1,0.5,0,0,0,0,1,0.5,0,0,72,14.4,0,5,2.5,2
NA,"Eric Ayala",5,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,28,64,0.438,10,17,0.588,7,22,0.318,385,26,5.8,4,23,93,90,6,14,0.9,6,0.4,1,0.1,4,0.3,0,2,15.2,5,13,0.385,0,0,0,1,5,0.2,122,26,8,5.8,2,5,29,5,35,5.8,2,0.3,2,0.3,0,0,1,0.2,0,1,126,25.2,0,34,17,6
NA,"Jaheam Cornwall",4,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,25,52,0.481,14,19,0.737,8,22,0.364,351,33,2.9,4,10,20,85,5.7,4,0.3,3,0.2,0,0,7,0.5,0,1,12.2,6,10,0.6,4,6,0.667,0,2,0,73,16,6,2,1,1,2,1,19,6.3,1,0.3,1,0.3,0,0,1,0.3,0,1,121,30.2,0,35,35,3
NA,"Isaac Kante",4,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,23,35,0.657,6,10,0.6,0,0,0,263,21,6.9,5,12,111,4,0.6,9,1.3,1,0.1,0,0,8,1.1,0,2,14.1,8,10,0.8,3,3,1,0,0,0,113,21,8,7.5,1,1,45,6,1,0.5,1,0.5,1,0.5,0,0,2,1,0,1,88,22,0,32,16,2
NA,"Hamidou Diallo",3,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,36,0.472,10,16,0.625,3,5,0.6,198,29,7.5,4,12,82,9,1.8,7,1.4,3,0.6,0,0,10,2,0,1,18.5,7,13,0.538,4,7,0.571,1,1,1,37,19,2,8,2,5,16,2,2,2,2,2,2,2,0,0,2,2,0,1,80,26.7,0,31,31,1
NA,"Tanahj Pettway",3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,6,12,0.5,2,2,1,1,3,0.333,34,19,2,0,4,4,3,1,3,1,3,1,1,0.3,6,2,0,1,2,1,4,0.25,0,0,0,0,1,0,2,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,47,15.7,0,11,11,1
NA,"Brandon Hurst",3,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,4,6,0.667,0,0,0,2,4,0.5,74,16,2,1,3,4,4,1,2,0.5,3,0.8,1,0.2,1,0.2,0,1,8.5,1,1,1,0,0,0,0,0,0,17,15,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,16,5.3,0,4,4,1
NA,"KeAndre Fair",3,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,2,10,0.2,0,1,0,2,8,0.25,68,26,2,1,3,4,6,2,4,1.3,1,0.3,0,0,1,0.3,0,1,9.8,1,3,0.333,0,0,0,1,3,0.333,39,15,4,NA,NA,NA,NA,NA,1,1,2,2,1,1,0,0,1,1,0,0,31,10.3,0,11,11,1
NA,"Darnell Brodie",3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,11,14,0.786,1,2,0.5,0,0,0,30,11,5.5,6,11,22,0,0,3,0.8,1,0.2,0,0,8,2,0,2,9,5,7,0.714,1,2,0.5,0,0,0,18,11,2,6,3,4,12,2,0,0,1,0.5,0,0,0,0,4,2,0,1,38,12.7,0,18,9,2
NA,"Malik Ondigo",3,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,16,0.625,5,6,0.833,0,0,0,176,20,6,4,8,66,0,0,4,1.3,0,0,0,0,4,1.3,0,1,12,0,0,0,0,0,0,0,0,0,60,20,5,5,0,1,15,3,0,0,2,2,0,0,0,0,0,0,0,0,40,13.3,0,4,4,1
NA,"Akok Akok",2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,48,17,0,0,0,0,0,0,1,0.5,0,0,3,1.5,0,0,0,1,8,0,0,0,0,0,0,0,0,0,8,8,1,NA,NA,NA,NA,NA,0,0,1,0.5,0,0,3,1.5,0,0,0,0,5,2.5,0,3,3,2
NA,"LaPri McCray-Pace",2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,2,5,0.4,0,0,0,0,1,0,94,16,5.8,1,5,35,4,1.3,1,0.3,0,0,0,0,2,0.7,0,1,9.6,0,2,0,0,0,0,0,1,0,48,13,5,5.7,1,4,17,3,0,0,0,0,0,0,0,0,1,1,0,0,17,8.5,0,12,12,1
NA,"Malik Curry",1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,2,4,0.5,1,2,0.5,0,0,0,126,21,NA,NA,NA,NA,13,3.2,1,0.2,4,1,0,0,0,0,0,NA,9.8,0,0,0,0,0,0,0,0,0,39,13,4,NA,NA,NA,NA,NA,12,4,0,0,4,1.3,0,0,0,0,0,0,14,14,NA,NA,NA,3
NA,"Kentrevious Jones",1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,0,0,0,0,0,0,0,0,0,45,12,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,12,12,1,10,0,0,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
